Domain Code,AreaName,ItemName,Year,Value,Flag,FlagD 
FS,Israel,Per capita food supply variability (kcal/capita/day),2006,48,,Official data
FS,Israel,Per capita food supply variability (kcal/capita/day),2007,50,,Official data
FS,Israel,Per capita food supply variability (kcal/capita/day),2008,51,,Official data
FS,Israel,Per capita food supply variability (kcal/capita/day),2009,64,,Official data
FS,Israel,Per capita food supply variability (kcal/capita/day),2010,66,,Official data
FS,Israel,Per capita food supply variability (kcal/capita/day),2011,49,,Official data
FS,Italy,Per capita food supply variability (kcal/capita/day),2000,71,,Official data
FS,Italy,Per capita food supply variability (kcal/capita/day),2001,55,,Official data
FS,Italy,Per capita food supply variability (kcal/capita/day),2002,41,,Official data
FS,Italy,Per capita food supply variability (kcal/capita/day),2003,15,,Official data
FS,Italy,Per capita food supply variability (kcal/capita/day),2004,27,,Official data
FS,Italy,Per capita food supply variability (kcal/capita/day),2005,24,,Official data
FS,Italy,Per capita food supply variability (kcal/capita/day),2006,36,,Official data
FS,Italy,Per capita food supply variability (kcal/capita/day),2007,28,,Official data
FS,Italy,Per capita food supply variability (kcal/capita/day),2008,19,,Official data
FS,Italy,Per capita food supply variability (kcal/capita/day),2009,18,,Official data
FS,Italy,Per capita food supply variability (kcal/capita/day),2010,15,,Official data
FS,Italy,Per capita food supply variability (kcal/capita/day),2011,10,,Official data
FS,Côte d'Ivoire,Per capita food supply variability (kcal/capita/day),2000,29,,Official data
FS,Côte d'Ivoire,Per capita food supply variability (kcal/capita/day),2001,38,,Official data
FS,Côte d'Ivoire,Per capita food supply variability (kcal/capita/day),2002,46,,Official data
FS,Côte d'Ivoire,Per capita food supply variability (kcal/capita/day),2003,30,,Official data
FS,Côte d'Ivoire,Per capita food supply variability (kcal/capita/day),2004,22,,Official data
FS,Côte d'Ivoire,Per capita food supply variability (kcal/capita/day),2005,22,,Official data
FS,Côte d'Ivoire,Per capita food supply variability (kcal/capita/day),2006,34,,Official data
FS,Côte d'Ivoire,Per capita food supply variability (kcal/capita/day),2007,28,,Official data
FS,Côte d'Ivoire,Per capita food supply variability (kcal/capita/day),2008,23,,Official data
FS,Côte d'Ivoire,Per capita food supply variability (kcal/capita/day),2009,34,,Official data
FS,Côte d'Ivoire,Per capita food supply variability (kcal/capita/day),2010,48,,Official data
FS,Côte d'Ivoire,Per capita food supply variability (kcal/capita/day),2011,44,,Official data
FS,Kazakhstan,Per capita food supply variability (kcal/capita/day),2000,246,,Official data
FS,Kazakhstan,Per capita food supply variability (kcal/capita/day),2001,208,,Official data
FS,Kazakhstan,Per capita food supply variability (kcal/capita/day),2002,139,,Official data
FS,Kazakhstan,Per capita food supply variability (kcal/capita/day),2003,37,,Official data
FS,Kazakhstan,Per capita food supply variability (kcal/capita/day),2004,9,,Official data
FS,Kazakhstan,Per capita food supply variability (kcal/capita/day),2005,11,,Official data
FS,Kazakhstan,Per capita food supply variability (kcal/capita/day),2006,11,,Official data
FS,Kazakhstan,Per capita food supply variability (kcal/capita/day),2007,22,,Official data
FS,Kazakhstan,Per capita food supply variability (kcal/capita/day),2008,90,,Official data
FS,Kazakhstan,Per capita food supply variability (kcal/capita/day),2009,92,,Official data
FS,Kazakhstan,Per capita food supply variability (kcal/capita/day),2010,81,,Official data
FS,Kazakhstan,Per capita food supply variability (kcal/capita/day),2011,61,,Official data
FS,Jamaica,Per capita food supply variability (kcal/capita/day),2000,14,,Official data
FS,Jamaica,Per capita food supply variability (kcal/capita/day),2001,14,,Official data
FS,Jamaica,Per capita food supply variability (kcal/capita/day),2002,26,,Official data
FS,Jamaica,Per capita food supply variability (kcal/capita/day),2003,29,,Official data
FS,Jamaica,Per capita food supply variability (kcal/capita/day),2004,29,,Official data
FS,Jamaica,Per capita food supply variability (kcal/capita/day),2005,25,,Official data
FS,Jamaica,Per capita food supply variability (kcal/capita/day),2006,12,,Official data
FS,Jamaica,Per capita food supply variability (kcal/capita/day),2007,12,,Official data
FS,Jamaica,Per capita food supply variability (kcal/capita/day),2008,12,,Official data
FS,Jamaica,Per capita food supply variability (kcal/capita/day),2009,20,,Official data
FS,Jamaica,Per capita food supply variability (kcal/capita/day),2010,23,,Official data
FS,Jamaica,Per capita food supply variability (kcal/capita/day),2011,20,,Official data
FS,Japan,Per capita food supply variability (kcal/capita/day),2000,21,,Official data
FS,Japan,Per capita food supply variability (kcal/capita/day),2001,18,,Official data
FS,Japan,Per capita food supply variability (kcal/capita/day),2002,16,,Official data
FS,Japan,Per capita food supply variability (kcal/capita/day),2003,15,,Official data
FS,Japan,Per capita food supply variability (kcal/capita/day),2004,10,,Official data
FS,Japan,Per capita food supply variability (kcal/capita/day),2005,10,,Official data
FS,Japan,Per capita food supply variability (kcal/capita/day),2006,11,,Official data
FS,Japan,Per capita food supply variability (kcal/capita/day),2007,15,,Official data
FS,Japan,Per capita food supply variability (kcal/capita/day),2008,21,,Official data
FS,Japan,Per capita food supply variability (kcal/capita/day),2009,28,,Official data
FS,Japan,Per capita food supply variability (kcal/capita/day),2010,44,,Official data
FS,Japan,Per capita food supply variability (kcal/capita/day),2011,42,,Official data
FS,Jordan,Per capita food supply variability (kcal/capita/day),2000,61,,Official data
FS,Jordan,Per capita food supply variability (kcal/capita/day),2001,60,,Official data
FS,Jordan,Per capita food supply variability (kcal/capita/day),2002,62,,Official data
FS,Jordan,Per capita food supply variability (kcal/capita/day),2003,71,,Official data
FS,Jordan,Per capita food supply variability (kcal/capita/day),2004,114,,Official data
FS,Jordan,Per capita food supply variability (kcal/capita/day),2005,112,,Official data
FS,Jordan,Per capita food supply variability (kcal/capita/day),2006,79,,Official data
FS,Jordan,Per capita food supply variability (kcal/capita/day),2007,46,,Official data
FS,Jordan,Per capita food supply variability (kcal/capita/day),2008,32,,Official data
FS,Jordan,Per capita food supply variability (kcal/capita/day),2009,59,,Official data
FS,Jordan,Per capita food supply variability (kcal/capita/day),2010,59,,Official data
FS,Jordan,Per capita food supply variability (kcal/capita/day),2011,55,,Official data
FS,Kyrgyzstan,Per capita food supply variability (kcal/capita/day),2000,146,,Official data
FS,Kyrgyzstan,Per capita food supply variability (kcal/capita/day),2001,207,,Official data
FS,Kyrgyzstan,Per capita food supply variability (kcal/capita/day),2002,204,,Official data
FS,Kyrgyzstan,Per capita food supply variability (kcal/capita/day),2003,123,,Official data
FS,Kyrgyzstan,Per capita food supply variability (kcal/capita/day),2004,86,,Official data
FS,Kyrgyzstan,Per capita food supply variability (kcal/capita/day),2005,79,,Official data
FS,Kyrgyzstan,Per capita food supply variability (kcal/capita/day),2006,89,,Official data
FS,Kyrgyzstan,Per capita food supply variability (kcal/capita/day),2007,76,,Official data
FS,Kyrgyzstan,Per capita food supply variability (kcal/capita/day),2008,37,,Official data
FS,Kyrgyzstan,Per capita food supply variability (kcal/capita/day),2009,30,,Official data
FS,Kyrgyzstan,Per capita food supply variability (kcal/capita/day),2010,34,,Official data
FS,Kyrgyzstan,Per capita food supply variability (kcal/capita/day),2011,41,,Official data
FS,Kenya,Per capita food supply variability (kcal/capita/day),2000,19,,Official data
FS,Kenya,Per capita food supply variability (kcal/capita/day),2001,19,,Official data
FS,Kenya,Per capita food supply variability (kcal/capita/day),2002,18,,Official data
FS,Kenya,Per capita food supply variability (kcal/capita/day),2003,33,,Official data
FS,Kenya,Per capita food supply variability (kcal/capita/day),2004,48,,Official data
FS,Kenya,Per capita food supply variability (kcal/capita/day),2005,42,,Official data
FS,Kenya,Per capita food supply variability (kcal/capita/day),2006,56,,Official data
FS,Kenya,Per capita food supply variability (kcal/capita/day),2007,61,,Official data
FS,Kenya,Per capita food supply variability (kcal/capita/day),2008,60,,Official data
FS,Kenya,Per capita food supply variability (kcal/capita/day),2009,54,,Official data
FS,Kenya,Per capita food supply variability (kcal/capita/day),2010,42,,Official data
FS,Kenya,Per capita food supply variability (kcal/capita/day),2011,32,,Official data
FS,Cambodia,Per capita food supply variability (kcal/capita/day),2000,77,,Official data
FS,Cambodia,Per capita food supply variability (kcal/capita/day),2001,52,,Official data
FS,Cambodia,Per capita food supply variability (kcal/capita/day),2002,63,,Official data
FS,Cambodia,Per capita food supply variability (kcal/capita/day),2003,63,,Official data
FS,Cambodia,Per capita food supply variability (kcal/capita/day),2004,48,,Official data
FS,Cambodia,Per capita food supply variability (kcal/capita/day),2005,33,,Official data
FS,Cambodia,Per capita food supply variability (kcal/capita/day),2006,24,,Official data
FS,Cambodia,Per capita food supply variability (kcal/capita/day),2007,21,,Official data
FS,Cambodia,Per capita food supply variability (kcal/capita/day),2008,19,,Official data
FS,Cambodia,Per capita food supply variability (kcal/capita/day),2009,18,,Official data
FS,Cambodia,Per capita food supply variability (kcal/capita/day),2010,10,,Official data
FS,Cambodia,Per capita food supply variability (kcal/capita/day),2011,16,,Official data
FS,Democratic People's Republic of Korea,Per capita food supply variability (kcal/capita/day),2000,28,,Official data
FS,Democratic People's Republic of Korea,Per capita food supply variability (kcal/capita/day),2001,37,,Official data
FS,Democratic People's Republic of Korea,Per capita food supply variability (kcal/capita/day),2002,19,,Official data
FS,Democratic People's Republic of Korea,Per capita food supply variability (kcal/capita/day),2003,44,,Official data
FS,Democratic People's Republic of Korea,Per capita food supply variability (kcal/capita/day),2004,54,,Official data
FS,Democratic People's Republic of Korea,Per capita food supply variability (kcal/capita/day),2005,57,,Official data
FS,Democratic People's Republic of Korea,Per capita food supply variability (kcal/capita/day),2006,55,,Official data
FS,Democratic People's Republic of Korea,Per capita food supply variability (kcal/capita/day),2007,20,,Official data
FS,Democratic People's Republic of Korea,Per capita food supply variability (kcal/capita/day),2008,29,,Official data
FS,Democratic People's Republic of Korea,Per capita food supply variability (kcal/capita/day),2009,36,,Official data
FS,Democratic People's Republic of Korea,Per capita food supply variability (kcal/capita/day),2010,29,,Official data
FS,Democratic People's Republic of Korea,Per capita food supply variability (kcal/capita/day),2011,16,,Official data
FS,Republic of Korea,Per capita food supply variability (kcal/capita/day),2000,44,,Official data
FS,Republic of Korea,Per capita food supply variability (kcal/capita/day),2001,45,,Official data
FS,Republic of Korea,Per capita food supply variability (kcal/capita/day),2002,44,,Official data
FS,Republic of Korea,Per capita food supply variability (kcal/capita/day),2003,41,,Official data
FS,Republic of Korea,Per capita food supply variability (kcal/capita/day),2004,30,,Official data
